"ibq2_12","Integer","","Recommended","When having to wait for food or liquids how often did your baby show mild fussing?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq1_3,ibqmat2"
"ibq3_12","Integer","","Recommended","When having to wait for food or liquids how often did your baby cry loudly?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq1_4,ibqmat3"
"ibq8_12","Integer","","Recommended","During feeding, how often did your baby fuss or cry when given a disliked food?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq3_4,ibqmat8"
"ibq9_12","Integer","","Recommended","When given a new food or liquid, how often did your baby accept it immediately?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq4_2,ibqmat9"
"ibq10_12","Integer","","Recommended","When given a new food or liquid, how often did your baby reject it by spitting out, closing mouth, etc.?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq4_5,ibqmat10"
"ibq11_12","Integer","","Recommended","When given a new food or liquid, how often did your baby not accept it no matter how many times offered?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq4_3,ibqmat11"
"ibq26_12","Integer","","Recommended","When being put into the bath water, how often did your baby startle (gasps, throw out arms, stiffen body)?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq10_2,ibqmat26"
"ibq29_12","Integer","","Recommended","When being put into the bath water, how often did your baby have a surprised expression?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq10_7,ibqmat29"
"ibq45_12","Integer","","Recommended","How often during the last week did your baby cry or show distress when tickled?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq13_15,ibqmat45"
"ibq54_12","Integer","","Recommended","How often during the last week did your baby cry or show distress at a loud sound (blender, vacuum, cleaner, etc.)?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq17_8,ibqmat54"
"ibq61_12","Integer","","Recommended","How often during the last week did your baby cry after startling?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq17_15,ibqmat61"
"ibq65_12","Integer","","Recommended","When placed on his/her back, how often did your baby lie quietly?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq19_10,ibqmat65"
"ibq79_12","Integer","","Recommended","When introduced to a strange person, how often did your baby approach the stranger at once?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq23_16,ibqmat79"
"ibq80_12","Integer","","Recommended","When introduced to a strange person, how often did your baby smile or laugh?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq23_17,ibqmat80"
"ibq82_12","Integer","","Recommended","When introduced to a dog or cat, how often did your baby smile or laugh?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq24_13,ibqmat82"
"ibq83_12","Integer","","Recommended","When introduced to a dog or cat, how often did your baby approach at once?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq24_14,ibqmat83"
"ibq84_12","Integer","","Recommended","During the last two weeks, if you tried to soothe your baby by rocking him or her, how often did it successfully soothe your baby?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq25_12,ibqmat84"
"ibq85_12","Integer","","Recommended","During the last two weeks, if you tried to soothe your baby by holding him or her, how often did it successfully soothe your baby?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq25_13,ibqmat85"
"ibq86_12","Integer","","Recommended","During the last two weeks, if you tried to soothe your baby by singing or talking to him or her, how often did it successfully soothe your baby?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq25_14,ibqmat86"
"ibq87_12","Integer","","Recommended","During the last two weeks, if you tried to soothe your baby by walking with him or her, how often did it successfully soothe your baby?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq25_15,ibqmat87"
"ibq88_12","Integer","","Recommended","During the last two weeks, if you tried to soothe your baby by giving him or her a toy, how often did it successfully soothe your baby?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq25_16,ibqmat88"
"ibq89_12","Integer","","Recommended","During the last two weeks, if you tried to soothe your baby by showing him/her something to look at, how often did it successfully soothe your baby?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq25_17,ibqmat89"
"ibq90_12","Integer","","Recommended","During the last two weeks, if you tried to soothe your baby by patting or gently rubbing some parts of his or her body, how often did it successfully soothe your baby?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq25_18,ibqmat90"
"ibq91_12","Integer","","Recommended","During the last two weeks, if you tried to soothe your baby by offering him or her food or liquid, how often did it successfully soothe your baby?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq25_19,ibqmat91"
"ibq92_12","Integer","","Recommended","During the last two weeks, if you tried to soothe your baby by offering him or her their security object, how often did it successfully soothe your baby?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq25_20,ibqmat92"
"ibq93_12","Integer","","Recommended","During the last two weeks, if you tried to soothe your baby by changing his/her position, how often did it successfully soothe your baby?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq25_21,ibqmat93"
"ibq94_12","Integer","","Recommended","During the last two weeks, if you tried to soothe your baby by using other methods (specify), how often did it successfully soothe your baby?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibq25_22,ibqmat94"
"ibq95_12","String","200","Recommended","Specify other methods to soothe baby:","","","ibq25_22_text"
"activity_level_sum_12","Integer","","Recommended","Activity level sum","","",""
"distress_limits_sum_12","Integer","","Recommended","Distress to limitations sum","","",""
"distress_novelty_sum_12","Integer","","Recommended","Distress to novelty sum","","",""
"distress_novelty_mn_12","Float","","Recommended","Distress to novelty mean","","",""
"duration_orienting_12","Integer","","Recommended","Duration of orienting sum","","",""
"smiling_laugh_sum_12","Integer","","Recommended","Smiling and laughter sum","","",""
"soothability_sum_12","Integer","","Recommended","Soothability sum","","",""
"ibq35_12","Integer","","Recommended","When his or her hair was being washed, how often did your baby fuss or cry?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibqmat35"
"ibq64_12","Integer","","Recommended","When placed on his/her back, how often did your baby smile or laugh?","1::7; 999","1 = Never ; 2 = Very rarely ; 3 = Less than half the time ; 4 = About half the time ; 5 = More than half the time ; 6 = Almost Always ; 7 = Always ; 999 = Not Applicable","ibqmat64"
"ibq_surgency","Float","","Recommended","Surgency score","","COMPUTE IBQ_SURGENCY = mean (IBQ_Approach, IBQ_Vocal_React, IBQ_High_Pleas, IBQ_Smiling, IBQ_Activity, IBQ_Percept_Sens)",""
"ibq_negative_emo","Float","","Recommended","Negative emotion score","","COMPUTE IBQ_NEGATIVE_EMO = mean (IBQ_Sadness, IBQ_Distress, IBQ_Fear, (8 - IBQ_Fall_React))",""
"ibq_emotion_regul","Float","","Recommended","Emotion regulation score","","COMPUTE IBQ_EMOTION_REGUL = mean (IBQ_Low_Pleas, IBQ_Cuddliness, IBQ_Orienting, IBQ_Soothability)",""
"ibq7_3","Integer","","Recommended","After sleeping how often did the baby: - coo and vocalize for periods of 5 minutes or longer?","0::7","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always",""
"ibq12_2","Integer","","Recommended","When hair was washed, how often did the baby: - smile or laugh?","0::7","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always",""
"ibq14_7","Integer","","Recommended","When something the baby was playing with had to be removed, how often did s/he: - cry or show distress for several minutes for longer?","0::7","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always",""
"ibq22_12","Integer","","Recommended","When you returned from having been away and the baby was awake, how often did s/he: - smile or laugh?","0::7","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always",""
"ibq24_12","Integer","","Recommended","When introduced to a dog or cat, how often did the baby: - cry or show distress?","0::7","0 = Does not apply; 1 = Never; 2 = Very rarely; 3 = Less than half the time; 4 = About half the time; 5 = More than half the time; 6 = Almost always; 7 = Always",""
"site","String","101","Recommended","Site","","Study Site",""
