"pani7po","Integer","","Recommended","Nausea or abdominal distress (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani7cb","Integer","","Recommended","Nausea or abdominal distress (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani7pb","Integer","","Recommended","Nausea or abdominal distress (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani8cp","Integer","","Recommended","Dizzy, unsteady, light-headed, or faint (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani8pp","Integer","","Recommended","Dizzy, unsteady, light-headed, or faint (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani8cc","Integer","","Recommended","Dizzy, unsteady, light-headed, or faint (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani8pc","Integer","","Recommended","Dizzy, unsteady, light-headed, or faint (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani8co","Integer","","Recommended","Dizzy, unsteady, light-headed, or faint (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani8po","Integer","","Recommended","Dizzy, unsteady, light-headed, or faint (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani8cb","Integer","","Recommended","Dizzy, unsteady, light-headed, or faint (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani8pb","Integer","","Recommended","Dizzy, unsteady, light-headed, or faint (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani9cp","Integer","","Recommended","Derealization or depersonalization (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani9pp","Integer","","Recommended","Derealization or depersonalization (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani9cc","Integer","","Recommended","Derealization or depersonalization (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani9pc","Integer","","Recommended","Derealization or depersonalization (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani9co","Integer","","Recommended","Derealization or depersonalization (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani9po","Integer","","Recommended","Derealization or depersonalization (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani9cb","Integer","","Recommended","Derealization or depersonalization (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani9pb","Integer","","Recommended","Derealization or depersonalization (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani10cp","Integer","","Recommended","Fear of losing control or going crazy (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani10pp","Integer","","Recommended","Fear of losing control or going crazy (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani10cc","Integer","","Recommended","Fear of losing control or going crazy (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani10pc","Integer","","Recommended","Fear of losing control or going crazy (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani10co","Integer","","Recommended","Fear of losing control or going crazy (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani10po","Integer","","Recommended","Fear of losing control or going crazy (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani10cb","Integer","","Recommended","Fear of losing control or going crazy (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani10pb","Integer","","Recommended","Fear of losing control or going crazy (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani11cp","Integer","","Recommended","Fear of dying (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani11pp","Integer","","Recommended","Fear of dying (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani11cc","Integer","","Recommended","Fear of dying (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani11pc","Integer","","Recommended","Fear of dying (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani11co","Integer","","Recommended","Fear of dying (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani11po","Integer","","Recommended","Fear of dying (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani11cb","Integer","","Recommended","Fear of dying (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani11pb","Integer","","Recommended","Fear of dying (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani12cp","Integer","","Recommended","Paresthesia (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani12pp","Integer","","Recommended","Paresthesia (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani12cc","Integer","","Recommended","Paresthesia (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani12pc","Integer","","Recommended","Paresthesia (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani12co","Integer","","Recommended","Paresthesia (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani12po","Integer","","Recommended","Paresthesia (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani12cb","Integer","","Recommended","Paresthesia (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani12pb","Integer","","Recommended","Paresthesia (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani13cp","Integer","","Recommended","Chills or hot flashes (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani13pp","Integer","","Recommended","Chills or hot flashes (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani13cc","Integer","","Recommended","Chills or hot flashes (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani13pc","Integer","","Recommended","Chills or hot flashes (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani13co","Integer","","Recommended","Chills or hot flashes (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani13po","Integer","","Recommended","Chills or hot flashes (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani13cb","Integer","","Recommended","Chills or hot flashes (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"pani13pb","Integer","","Recommended","Chills or hot flashes (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"panxacp","Integer","","Recommended","Timing and intensity of attack at least four symptoms peaking within ten minutes (Current Parent)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"panxapp","Integer","","Recommended","Timing and intensity of attack at least four symptoms peaking within ten minutes (Past Parent)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"panxacc","Integer","","Recommended","Timing and intensity of attack at least four symptoms peaking within ten minutes (Current Child)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"panxapc","Integer","","Recommended","Timing and intensity of attack at least four symptoms peaking within ten minutes (Past Child)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"panxaco","Integer","","Recommended","Timing and intensity of attack at least four symptoms peaking within ten minutes (Current Other)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"panxapo","Integer","","Recommended","Timing and intensity of attack at least four symptoms peaking within ten minutes (Past Other)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"panxacb","Integer","","Recommended","Timing and intensity of attack at least four symptoms peaking within ten minutes (Current Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"panxapb","Integer","","Recommended","Timing and intensity of attack at least four symptoms peaking within ten minutes (Past Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"pandia1cp","Integer","","Recommended","Panic attacks are unexpected and recurrent (Current Parent)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"pandia1pp","Integer","","Recommended","Panic attacks are unexpected and recurrent (Past Parent)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"pandia1cc","Integer","","Recommended","Panic attacks are unexpected and recurrent (Current Child)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"pandia1pc","Integer","","Recommended","Panic attacks are unexpected and recurrent (Past Child)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"pandia1co","Integer","","Recommended","Panic attacks are unexpected and recurrent (Current Other)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"pandia1po","Integer","","Recommended","Panic attacks are unexpected and recurrent (Past Other)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"pandia1cb","Integer","","Recommended","Panic attacks are unexpected and recurrent (Current Best)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"pandia1pb","Integer","","Recommended","Panic attacks are unexpected and recurrent (Past Best)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"pandia2cp","Integer","","Recommended","At least one of the attacks has been followed by 1 month (Current Parent)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"pandia2pp","Integer","","Recommended","At least one of the attacks has been followed by 1 month (Past Parent)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"pandia2cc","Integer","","Recommended","At least one of the attacks has been followed by 1 month (Current Child)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"pandia2pc","Integer","","Recommended","At least one of the attacks has been followed by 1 month (Past Child)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"pandia2co","Integer","","Recommended","At least one of the attacks has been followed by 1 month (Current Other)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"pandia2po","Integer","","Recommended","At least one of the attacks has been followed by 1 month (Past Other)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"pandia2cb","Integer","","Recommended","At least one of the attacks has been followed by 1 month (Current Best)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"pandia2pb","Integer","","Recommended","At least one of the attacks has been followed by 1 month (Past Best)","0::2;9","0=Does Not Apply; 1=Does not fulfill criterion; 2=Yes, fulfills criterion; 9=No Information",""
"pandxdcp","Integer","","Recommended","The panic attacks are not better accounted for by another mental disorder (Current Parent)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"pandxdpp","Integer","","Recommended","The panic attacks are not better accounted for by another mental disorder (Past Parent)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"pandxdcc","Integer","","Recommended","The panic attacks are not better accounted for by another mental disorder (Current Child)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"pandxdpc","Integer","","Recommended","The panic attacks are not better accounted for by another mental disorder (Past Child)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"pandxdco","Integer","","Recommended","The panic attacks are not better accounted for by another mental disorder (Current Other)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"pandxdpo","Integer","","Recommended","The panic attacks are not better accounted for by another mental disorder (Past Other)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"pandxdcb","Integer","","Recommended","The panic attacks are not better accounted for by another mental disorder (Current Best)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"pandxdpb","Integer","","Recommended","The panic attacks are not better accounted for by another mental disorder (Past Best)","0::2;9","0=DNA; 1=Better accounted for by other (mental) disorder; 2=Not better accounted for by other (mental) disorder; 9=N/K (Not Known)",""
"pandxccp","Integer","","Recommended","The panic attacks are not due to the direct effects of a substance or a general medical condition (Current Parent)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"pandxcpp","Integer","","Recommended","The panic attacks are not due to the direct effects of a substance or a general medical condition (Past Parent)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"pandxccc","Integer","","Recommended","The panic attacks are not due to the direct effects of a substance or a general medical condition (Current Child)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"pandxcpc","Integer","","Recommended","The panic attacks are not due to the direct effects of a substance or a general medical condition (Past Child)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"pandxcco","Integer","","Recommended","The panic attacks are not due to the direct effects of a substance or a general medical condition (Current Other)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"pandxcpo","Integer","","Recommended","The panic attacks are not due to the direct effects of a substance or a general medical condition (Past Other)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"pandxccb","Integer","","Recommended","The panic attacks are not due to the direct effects of a substance or a general medical condition (Current Best)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"pandxcpb","Integer","","Recommended","The panic attacks are not due to the direct effects of a substance or a general medical condition (Past Best)","0::2;9","0=DNA; 1=Due to substance or medical condition; 2=Not due to substance or medical condition; 9=N/K (Not Known)",""
"pandxcp","Integer","","Recommended","Is/was there a panic disorder (Current Parent)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"pandxcc","Integer","","Recommended","Is/was there a panic disorder (Current Child)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"pandxco","Integer","","Recommended","Is/was there a panic disorder (Current Other)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"pandxcb","Integer","","Recommended","Is/was there a panic disorder (Current Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"pandxpp","Integer","","Recommended","Is/was there a panic disorder (Past Parent)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"pandxpc","Integer","","Recommended","Is/was there a panic disorder (Past Child)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"pandxpo","Integer","","Recommended","Is/was there a panic disorder (Past Other)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"pandxpb","Integer","","Recommended","Is/was there a panic disorder (Past Best)","0::2;9","0=DNA; 1=No; 2=Yes; 9=N/K (Not Known)",""
"pandxacb","Integer","","Recommended","Type of panic disorder (Current Best)","0::2;9","0=Does Not Apply; 1=Panic disorder without agoraphobia; 2=Panic disorder with agoraphobia (concurrent); 9=Insufficient information",""
"pandxapb","Integer","","Recommended","Type of panic disorder (Past Best)","0::2;9","0=Does Not Apply; 1=Panic disorder without agoraphobia; 2=Panic disorder with agoraphobia (concurrent); 9=Insufficient information",""
"pandxdecon","Date","","Recommended","Date of onset for current panic disorder","","01/10/1900=Continued from Prior Evaluation; 01/19/1900=Unknown",""
"pandxdeinton","Date","","Recommended","Date of onset for interim panic disorder","","01/10/1900=Continued from Prior Evaluation; 01/19/1900=Unknown",""
"pandxdecoff","Date","","Recommended","Date of offset for current panic disorder","","01/10/1900=Still Ongoing; 01/19/1900=Unknown",""
"pandxdeintoff","Date","","Recommended","Date of offset for interim panic disorder","","01/10/1900=Still Ongoing; 01/19/1900=Unknown",""
"ptsdia1cp","Integer","","Recommended","The child has experienced an event threat to the physical integrity of himself (Current Parent)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdia1pp","Integer","","Recommended","The child has experienced an event threat to the physical integrity of himself (Past Parent)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdia1cc","Integer","","Recommended","The child has experienced an event threat to the physical integrity of himself (Current Child)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdia1pc","Integer","","Recommended","The child has experienced an event threat to the physical integrity of himself (Past Child)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdia1co","Integer","","Recommended","The child has experienced an event threat to the physical integrity of himself (Current Other)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdia1po","Integer","","Recommended","The child has experienced an event threat to the physical integrity of himself (Past Other)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdia1cb","Integer","","Recommended","The child has experienced an event threat to the physical integrity of himself (Current Best)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdia1pb","Integer","","Recommended","The child has experienced an event threat to the physical integrity of himself (Past Best)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdia2cp","Integer","","Recommended","Intense fear, helplessness, or horror (Current Parent)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdia2pp","Integer","","Recommended","Intense fear, helplessness, or horror (Past Parent)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdia2cc","Integer","","Recommended","Intense fear, helplessness, or horror (Current Child)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdia2pc","Integer","","Recommended","Intense fear, helplessness, or horror (Past Child)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdia2co","Integer","","Recommended","Intense fear, helplessness, or horror (Current Other)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdia2po","Integer","","Recommended","Intense fear, helplessness, or horror (Past Other)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdia2cb","Integer","","Recommended","Intense fear, helplessness, or horror (Current Best)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdia2pb","Integer","","Recommended","Intense fear, helplessness, or horror (Past Best)","0;1;3;9","0=Does Not Apply; 1=Does not meet criterion; 3=Yes, meets criterion; 9=Insufficient information",""
"ptsdib1cp","Integer","","Recommended","Recurrent and intrusive distressing recollections (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib1pp","Integer","","Recommended","Recurrent and intrusive distressing recollections (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib1cc","Integer","","Recommended","Recurrent and intrusive distressing recollections (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib1pc","Integer","","Recommended","Recurrent and intrusive distressing recollections (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib1co","Integer","","Recommended","Recurrent and intrusive distressing recollections (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib1po","Integer","","Recommended","Recurrent and intrusive distressing recollections (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib1cb","Integer","","Recommended","Recurrent and intrusive distressing recollections (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib1pb","Integer","","Recommended","Recurrent and intrusive distressing recollections (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib2cp","Integer","","Recommended","Recurrent dreams of trauma (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib2pp","Integer","","Recommended","Recurrent dreams of trauma (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib2cc","Integer","","Recommended","Recurrent dreams of trauma (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib2pc","Integer","","Recommended","Recurrent dreams of trauma (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib2co","Integer","","Recommended","Recurrent dreams of trauma (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib2po","Integer","","Recommended","Recurrent dreams of trauma (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib2cb","Integer","","Recommended","Recurrent dreams of trauma (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib2pb","Integer","","Recommended","Recurrent dreams of trauma (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib3cp","Integer","","Recommended","Acting or feeling as if the traumatic event were recurring (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib3pp","Integer","","Recommended","Acting or feeling as if the traumatic event were recurring (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib3cc","Integer","","Recommended","Acting or feeling as if the traumatic event were recurring (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib3pc","Integer","","Recommended","Acting or feeling as if the traumatic event were recurring (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib3co","Integer","","Recommended","Acting or feeling as if the traumatic event were recurring (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib3po","Integer","","Recommended","Acting or feeling as if the traumatic event were recurring (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib3cb","Integer","","Recommended","Acting or feeling as if the traumatic event were recurring (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib3pb","Integer","","Recommended","Acting or feeling as if the traumatic event were recurring (Past Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib4cp","Integer","","Recommended","Intense psychological distress at exposure (Current Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib4pp","Integer","","Recommended","Intense psychological distress at exposure (Past Parent)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib4cc","Integer","","Recommended","Intense psychological distress at exposure (Current Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib4pc","Integer","","Recommended","Intense psychological distress at exposure (Past Child)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib4co","Integer","","Recommended","Intense psychological distress at exposure (Current Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib4po","Integer","","Recommended","Intense psychological distress at exposure (Past Other)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
"ptsdib4cb","Integer","","Recommended","Intense psychological distress at exposure (Current Best)","0::3;9","0=Does Not Apply; 1=No Symptom; 2=Subthreshold; 3=Threshold; 9=No Info",""
