"ElementName","DataType","Size","Required","Condition","ElementDescription","ValueRange","Notes","Aliases"
"panas_30days_01","Integer","","Recommended","","Please indicate the extent to which you have felt the following ways over the past 30 days. Upset","1 :: 5;888","1= very little or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 888= no response",""
"panas_30days_02","Integer","","Recommended","","Please indicate the extent to which you have felt the following ways over the past 30 days. Happy","1 :: 5;888","1= very little or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 888= no response",""
"panas_30days_03","Integer","","Recommended","","Please indicate the extent to which you have felt the following ways over the past 30 days. Hostile","1 :: 5;888","1= very little or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 888= no response",""
"panas_30days_04","Integer","","Recommended","","Please indicate the extent to which you have felt the following ways over the past 30 days. Cheerful","1 :: 5;888","1= very little or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 888= no response",""
"panas_30days_05","Integer","","Recommended","","Please indicate the extent to which you have felt the following ways over the past 30 days. Alert","1 :: 5;888","1= very little or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 888= no response",""
"panas_30days_06","Integer","","Recommended","","Please indicate the extent to which you have felt the following ways over the past 30 days. Ashamed","1 :: 5;888","1= very little or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 888= no response",""
"panas_30days_07","Integer","","Recommended","","Please indicate the extent to which you have felt the following ways over the past 30 days. Blissful","1 :: 5;888","1= very little or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; 888= no response",""
"panasgen_8","Integer","","Recommended","","To what extent do you generally feel hostile?","1::5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely",""
"panasgen_9","Integer","","Recommended","","To what extent do you generally feel enthusiastic?","1::5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely",""
"panasgen_10","Integer","","Recommended","","To what extent do you generally feel proud?","1::5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely",""
"panasgen_11","Integer","","Recommended","","To what extent do you generally feel irritable?","1::5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely",""
"panasgen_12","Integer","","Recommended","","To what extent do you generally feel alert?","1::5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely",""
"panasgen_13","Integer","","Recommended","","To what extent do you generally feel ashamed?","1::5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely",""
"panasgen_14","Integer","","Recommended","","To what extent do you generally feel inspired?","1::5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely",""
"panasgen_15","Integer","","Recommended","","To what extent do you generally feel nervous?","1::5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely",""
"panasgen_16","Integer","","Recommended","","To what extent do you generally feel determined?","1::5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely",""
"panasgen_17","Integer","","Recommended","","To what extent do you generally feel attentive?","1::5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely",""
"panasgen_18","Integer","","Recommended","","To what extent do you generally feel jittery?","1::5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely",""
"panasgen_19","Integer","","Recommended","","To what extent do you generally feel active?","1::5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely",""
"panasgen_20","Integer","","Recommended","","To what extent do you generally feel afraid?","1::5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely",""
"panasgen_poscore","Integer","","Recommended","","Positive Affect Score","10::50","",""
"panasgen_negscore","Integer","","Recommended","","Negative Affect Score","10::50","",""
"panasgen_1","Integer","","Recommended","","To what extent do you generally feel interested?","1::5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely",""
"panasgen_2","Integer","","Recommended","","To what extent do you generally feel distressed?","1::5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely",""
"panasgen_3","Integer","","Recommended","","To what extent do you generally feel excited?","1::5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely",""
"panasgen_4","Integer","","Recommended","","To what extent do you generally feel upset?","1::5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely",""
"panasgen_5","Integer","","Recommended","","To what extent do you generally feel strong?","1::5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely",""
"panasgen_6","Integer","","Recommended","","To what extent do you generally feel guilty?","1::5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely",""
"panasgen_7","Integer","","Recommended","","To what extent do you generally feel scared?","1::5","1 = Very slightly or not at all; 2 = A little; 3 = Moderately; 4 = Quite a bit; 5 = Extremely",""
"panas_fear_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now, that is, at the present moment. Fear","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"panas_surprise_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now, that is, at the present moment. Surprise","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"panas_stim","Integer","","Recommended","","Indicate whether response is before or after stimulation.","1;2","1=Before stimulation; 2=After stimulation",""
"custom_src_id","String","30","Recommended","","Subject ID how it's defined in lab/project (used for source IDs that change depending on timepoint/visit/etc.)","","",""
"panas8_2wk","Integer","","Recommended","","Indicate to what extent you have felt this way during the past two weeks. Lonely","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panas9_2wk","Integer","","Recommended","","Indicate to what extent you have felt this way during the past two weeks. Delightful","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panas10_2wk","Integer","","Recommended","","Indicate to what extent you have felt this way during the past two weeks. Lively","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panas1_2wk","Integer","","Recommended","","Indicate to what extent you have felt this way during the past two weeks. Sad","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panas2_2wk","Integer","","Recommended","","Indicate to what extent you have felt this way during the past two weeks. Upset","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panas3_2wk","Integer","","Recommended","","Indicate to what extent you have felt this way during the past two weeks. Scared","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panas4_2wk","Integer","","Recommended","","Indicate to what extent you have felt this way during the past two weeks. Miserable","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panas5_2wk","Integer","","Recommended","","Indicate to what extent you have felt this way during the past two weeks. Cheerful","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panas6_2wk","Integer","","Recommended","","Indicate to what extent you have felt this way during the past two weeks. Proud","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panas7_2wk","Integer","","Recommended","","Indicate to what extent you have felt this way during the past two weeks. Joyful","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"hour_enthusiastic_q9","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Enthusiastic","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"hour_proud_q10","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Proud","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"hour_irritable_q11","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Irritable","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"hour_alert_q12","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Alert","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"hour_ashamed_q13","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Ashamed","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"hour_inspired_q14","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Inspired","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"hour_nervous_q15","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Nervous","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"hour_determined_q16","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Determined","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"hour_attentive_q17","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Attentive","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"hour_jittery_q18","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Jittery","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"hour_active_q19","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Active","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"hour_afraid_q20","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Afraid","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"hour_sad_q21","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Sad","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"angry_q22","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Angry","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"annoyed_q23","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Annoyed","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"scornful_q24","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Scornful","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"disgusted_q25","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Disgusted","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"loathing_q26","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Loathing","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"unhappy_q27","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Unhappy","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"blue_q28","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Blue","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"hour_distressed_q2","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Distressed","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"alone_q29","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Alone","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"lonely_q30","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Lonely","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"anxious_q31","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Anxious","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"shaky_q32","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Shaky","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"frightened_q33","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Frightened","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"happy_q34","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Happy","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"cheerful_q35","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Cheerful","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"delighted_q36","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Delighted","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"joyful_q37","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Joyful","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"energetic_q38","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Energetic","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"hour_excited_q3","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Excited","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"lively_q39","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Lively","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"concentrating_q40","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Concentrated","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"calm_q41","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Calm","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"relaxed_q42","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Relaxed","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"atease_q43","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. At ease","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"hour_upset1_q4","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Upset","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"hour_strong_q5","Integer","","Recommended","","Indicate to what extent you feel this way right now, at this, at the present moment or indicate the extent you have felt this way over the past week. Strong","1::5;-99;77;88","1= very slightly or not at all; 2= a little; 3= moderately; 4= quite a bit; 5= extremely; -99= N/A ; 77= Refused ; 88= Missing",""
"hour_guilty_q6","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Guilty","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"hour_scared_q7","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Scared","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"hour_hostile_q8","Integer","","Recommended","","Indicate to what extent you felt this way over the past hour. Hostile","0::100;-99","0 = Not at all; 100 = Very much; -99= N/A ",""
"language_gen","Integer","","Recommended","","In what language did you collect the data?","1::64","1 = English; 2 = Arabic for Tunisia; 3 = Assamese for India; 4 = Bulgarian for Bulgaria; 5 = Cebuano for the Philippines; 6 = Chinese for China; 7 = Chinese for the United States; 8 = Croatian for Croatia; 9 = Czech for the Czech Republic; 10 = Danish for Denmark; 11 = Dutch for Belgium; 12 = Dutch for the Netherlands; 13 = Filipino for the Philippines; 14 = Finnish for Finland; 15 = French for Belgium; 16 = French for Canada; 17 = French for France; 18 = French for Switzerland; 19 = French for Tunisia; 20 = German for Austria; 21 = German for Belgium; 22 = Greek for Greece; 23 = Gujarati for India; 24 = Hebrew for Israel; 25 = Hindi for India; 26 = Hungarian for Hungary; 27 = Indonesian for Indonesia; 28 = Italian for Italy; 29 = Italian for Switzerland; 30 = Kannada for India; 31 = Korean for Korea; 32 = Latvian for Latvia; 33 = Lithuanian for Lithuania; 34 = Malay for Malaysia; 35 = Malayalam for India; 36 = Marathi for India; 37 = Norwegian for Norway; 38 = Polish for Poland; 39 = Portuguese for Brazil; 40 = Portuguese for Portugal; 41 = Punjabi for India; 42 = Romanian for Romania; 43 = Russian for Latvia; 44 = Russian for Russia; 45 = Russian for Ukraine; 46 = Simplified Chinese for Mainland China; 47 = Slovakian for Slovakia; 48 = Spanish for Argentina; 49 = Spanish for Columbia; 50 = Spanish for Mexico; 51 = Spanish for Peru; 52 = Spanish for Puerto Rico; 53 = Spanish for Spain; 54 = Spanish for the United States; 55 = Swedish for Finland; 56 = Swedish for Sweden; 57 = Tamil for India; 58 = Telugu for India; 59 = Thai for Thailand; 60 = Traditional Chinese for Hong Kong; 61 = Traditional Chinese for Taiwan; 62 = Turkish for Turkey; 63 = Ukrainian for Ukraine; 64 = Urdu for India",""
"panasx_relaxed","Integer","","Recommended","","How do you feel in general? Relaxed","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_delighted","Integer","","Recommended","","How do you feel in general? Delighted","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_fearless","Integer","","Recommended","","How do you feel in general? Fearless","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_disgustedself","Integer","","Recommended","","How do you feel in general? Disgusted with self","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_anxious","Integer","","Recommended","","How do you feel in general? Anxious","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_sad","Integer","","Recommended","","How do you feel in general? Sad","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_calm","Integer","","Recommended","","How do you feel in general? Calm","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_tired","Integer","","Recommended","","How do you feel in general? Tired","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_amazed","Integer","","Recommended","","How do you feel in general? Amazed","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_shaky","Integer","","Recommended","","How do you feel in general? Shaky","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_happy","Integer","","Recommended","","How do you feel in general? Happy","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_timid","Integer","","Recommended","","How do you feel in general? Timid","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_alone","Integer","","Recommended","","How do you feel in general? Alone","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_angry","Integer","","Recommended","","How do you feel in general? Angry","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_bold","Integer","","Recommended","","How do you feel in general? Bold","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_blue","Integer","","Recommended","","How do you feel in general? Blue","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_shy","Integer","","Recommended","","How do you feel in general? Shy","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_hungry","Integer","","Recommended","","How do you feel in general? Hungry","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_joyful","Integer","","Recommended","","How do you feel in general? Joyful","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_lonely","Integer","","Recommended","","How do you feel in general? Lonely","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_cheerful","Integer","","Recommended","","How do you feel in general? Cheerful","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_sleepy","Integer","","Recommended","","How do you feel in general? Sleepy","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_lively","Integer","","Recommended","","How do you feel in general? Lively","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_atease","Integer","","Recommended","","How do you feel in general? At ease","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_drowsy","Integer","","Recommended","","How do you feel in general? Drowsy","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_worried","Integer","","Recommended","","How do you feel in general? Worried","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_angryself","Integer","","Recommended","","How do you feel in general? Angry at self","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_downhearted","Integer","","Recommended","","How do you feel in general? Downhearted","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_sheepish","Integer","","Recommended","","How do you feel in general? Sheepish","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_blameworthy","Integer","","Recommended","","How do you feel in general? Blameworthy","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_frightened","Integer","","Recommended","","How do you feel in general? Frightened","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_disgusted","Integer","","Recommended","","How do you feel in general? Disgusted","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_astonished","Integer","","Recommended","","How do you feel in general? Astonished","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_loathing","Integer","","Recommended","","How do you feel in general? Loathing","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_confident","Integer","","Recommended","","How do you feel in general? Confident","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_energetic","Integer","","Recommended","","How do you feel in general? Energetic","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_concentrating","Integer","","Recommended","","How do you feel in general? Concentrating","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_dissatisfiedself","Integer","","Recommended","","How do you feel in general? Dissatisfied with self","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_depressed","Integer","","Recommended","","How do you feel in general? Depressed","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_negaffect_score","Integer","","Recommended","","PANAS-X: Negative Affect Score","","",""
"panasx_posaffect_score","Integer","","Recommended","","PANAS-X: Positive Affect Score","","",""
"panasx_fear_score","Integer","","Recommended","","PANAS-X: Fear Score","","",""
"panasx_bashful","Integer","","Recommended","","How do you feel in general? Bashful","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_hostility_score","Integer","","Recommended","","PANAS-X: Hostility Score","","",""
"panasx_guilt_score","Integer","","Recommended","","PANAS-X: Guilt Score","","",""
"panasx_sadness_score","Integer","","Recommended","","PANAS-X: Sadness Score","","",""
"panasx_joviality_score","Integer","","Recommended","","PANAS-X: Joviality Score","","",""
"panasx_selfassurance_score","Integer","","Recommended","","PANAS-X: Self-assurance Score","","",""
"panasx_attentiveness_score","Integer","","Recommended","","PANAS-X: Attentiveness Score","","",""
"panasx_shyness_score","Integer","","Recommended","","PANAS-X: Shyness Score","","",""
"panasx_fatigue_score","Integer","","Recommended","","PANAS-X: Fatigue Score","","",""
"panasx_serenity_score","Integer","","Recommended","","PANAS-X: Serenity Score","","",""
"panasx_surprise_score","Integer","","Recommended","","PANAS-X: Surprise Score","","",""
"panasx_sluggish","Integer","","Recommended","","How do you feel in general? Sluggish","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_daring","Integer","","Recommended","","How do you feel in general? Daring","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_surprised","Integer","","Recommended","","How do you feel in general? Surprised","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panasx_scornful","Integer","","Recommended","","How do you feel in general? Scornful","1::5","1=Very slightly; 2=A little; 3=Moderately; 4=Quite a bit; 5=Extremely",""
"panas_disgusted_self_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now (that is, at the present moment): Disgusted with self","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A; 77= Refused; 88= Missing",""
"panas_sad_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now (that is, at the present moment): Sad","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A; 77= Refused; 88= Missing",""
"panas_excited_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now (that is, at the present moment): Excited","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A; 77= Refused; 88= Missing",""
"panas_guilty_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now (that is, at the present moment): Guilty","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A; 77= Refused; 88= Missing",""
"panas_happy_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now (that is, at the present moment): Happy","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A; 77= Refused; 88= Missing",""
"panas_downhearted_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now (that is, at the present moment): Downhearted","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A; 77= Refused; 88= Missing",""
"panas_lonely_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now (that is, at the present moment): Lonely","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A; 77= Refused; 88= Missing",""
"panas_ashamed_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now (that is, at the present moment): Ashamed","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A; 77= Refused; 88= Missing",""
"panas_alone_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now (that is, at the present moment): Alone","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A; 77= Refused; 88= Missing",""
"panas_dissatisfied_self_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now (that is, at the present moment): Dissatisfied with self","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A; 77= Refused; 88= Missing",""
"panas_enthusiastic_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now (that is, at the present moment): Enthusiastic","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A; 77= Refused; 88= Missing",""
"panas_blameworthy_rn","Integer","","Recommended","","Indicate to what extent you feel this way right now (that is, at the present moment): Blameworthy","1::5;-99;77;88","1= Very slightly or not at all; 2= A little; 3= Moderately; 4= Quite a bit; 5= Extremely; -99= N/A; 77= Refused; 88= Missing",""
