"past_120_76","Integer","","Recommended","In the past 12 months (1 year), did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_120_77","Integer","","Recommended","In the past 12 months (1 year), did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_120_78","Integer","","Recommended","In the past 12 months (1 year), did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_120_79","Integer","","Recommended","In the past 12 months (1 year), did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_120_80","Integer","","Recommended","In the past 12 months (1 year), did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_120_81","Integer","","Recommended","In the past 12 months (1 year), did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_120_82","Integer","","Recommended","In the past 12 months (1 year), did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_120_83","Integer","","Recommended","In the past 12 months (1 year), did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_120_84","Integer","","Recommended","In the past 12 months (1 year), did you reduce or give up social, or recreational activities/hobbies because of your use of each of the following substances?: Other","0;1","0= No; 1= Yes",""
"past_120_85","Integer","","Recommended","In the past 12 months (1 year), did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_120_86","Integer","","Recommended","In the past 12 months (1 year), did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_120_87","Integer","","Recommended","In the past 12 months (1 year), did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_120_88","Integer","","Recommended","In the past 12 months (1 year), did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_120_89","Integer","","Recommended","In the past 12 months (1 year), did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_120_90","Integer","","Recommended","In the past 12 months (1 year), did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_120_91","Integer","","Recommended","In the past 12 months (1 year), did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_120_92","Integer","","Recommended","In the past 12 months (1 year), did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_120_93","Integer","","Recommended","In the past 12 months (1 year), did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_120_94","Integer","","Recommended","In the past 12 months (1 year), did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_120_95","Integer","","Recommended","In the past 12 months (1 year), did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_120_96","Integer","","Recommended","In the past 12 months (1 year), did you use the following substances more than once in any situation where you or others were physically at risk (for example, driving a car, riding a motorcycle, using machinery, boating, etc.)?: Other","0;1","0= No; 1= Yes",""
"past_120_97","Integer","","Recommended","In the past 12 months (1 year), did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_120_98","Integer","","Recommended","In the past 12 months (1 year), did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_120_99","Integer","","Recommended","In the past 12 months (1 year), did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_120_100","Integer","","Recommended","In the past 12 months (1 year), did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_120_101","Integer","","Recommended","In the past 12 months (1 year), did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_120_102","Integer","","Recommended","In the past 12 months (1 year), did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_120_103","Integer","","Recommended","In the past 12 months (1 year), did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_120_104","Integer","","Recommended","In the past 12 months (1 year), did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_120_105","Integer","","Recommended","In the past 12 months (1 year), did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_120_106","Integer","","Recommended","In the past 12 months (1 year), did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_120_107","Integer","","Recommended","In the past 12 months (1 year), did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_120_108","Integer","","Recommended","In the past 12 months (1 year), did you continue to use the following substances even though it was clear that it caused physical or mental problems or made these problems worse?: Other","0;1","0= No; 1= Yes",""
"past_120_109","Integer","","Recommended","In the past 12 months (1 year), did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_120_110","Integer","","Recommended","In the past 12 months (1 year), did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_120_111","Integer","","Recommended","In the past 12 months (1 year), did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_120_112","Integer","","Recommended","In the past 12 months (1 year), did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_120_113","Integer","","Recommended","In the past 12 months (1 year), did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_120_114","Integer","","Recommended","In the past 12 months (1 year), did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_120_115","Integer","","Recommended","In the past 12 months (1 year), did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_120_116","Integer","","Recommended","In the past 12 months (1 year), did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_120_117","Integer","","Recommended","In the past 12 months (1 year), did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_120_118","Integer","","Recommended","In the past 12 months (1 year), did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_120_119","Integer","","Recommended","In the past 12 months (1 year), did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_120_120","Integer","","Recommended","In the past 12 months (1 year), did you ever need to use more of the following substances to get the same effect that you did when you first started using it? AND/OR did you ever get much less of an effect when you continued to use the same amount?: Other","0;1","0= No; 1= Yes",""
"past_120_121","Integer","","Recommended","In the past 12 months (1 year), when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_120_122","Integer","","Recommended","In the past 12 months (1 year), when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_120_123","Integer","","Recommended","In the past 12 months (1 year), when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_120_124","Integer","","Recommended","In the past 12 months (1 year), when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_120_125","Integer","","Recommended","In the past 12 months (1 year), when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_120_126","Integer","","Recommended","In the past 12 months (1 year), when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_120_127","Integer","","Recommended","In the past 12 months (1 year), when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_120_128","Integer","","Recommended","In the past 12 months (1 year), when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_120_129","Integer","","Recommended","In the past 12 months (1 year), when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_120_130","Integer","","Recommended","In the past 12 months (1 year), when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_120_131","Integer","","Recommended","In the past 12 months (1 year), when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_120_132","Integer","","Recommended","In the past 12 months (1 year), when you reduced or stopped using the following substances, did you have withdrawal symptoms (aches, shaking, fever, weakness, diarrhea, nausea, sweating, heart pounding, difficulty sleeping, or feeling agitated, anxious, irritable, or depressed)? (AND/OR) Did you continue to use it to keep yourself from getting sick (withdrawal symptoms) or so that you would feel better?: Other","0;1","0= No; 1= Yes",""
"past_lifetime_01","Integer","","Recommended","In your past lifetime, have you used any of the following substances more or for a longer time than you intended?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_lifetime_02","Integer","","Recommended","In your past lifetime, have you used any of the following substances more or for a longer time than you intended?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_lifetime_03","Integer","","Recommended","In your past lifetime, have you used any of the following substances more or for a longer time than you intended?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_lifetime_04","Integer","","Recommended","In your past lifetime, have you used any of the following substances more or for a longer time than you intended?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_lifetime_05","Integer","","Recommended","In your past lifetime, have you used any of the following substances more or for a longer time than you intended?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_lifetime_06","Integer","","Recommended","In your past lifetime, have you used any of the following substances more or for a longer time than you intended?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_lifetime_07","Integer","","Recommended","In your past lifetime, have you used any of the following substances more or for a longer time than you intended?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_lifetime_08","Integer","","Recommended","In your past lifetime, have you used any of the following substances more or for a longer time than you intended?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_lifetime_09","Integer","","Recommended","In your past lifetime, have you used any of the following substances more or for a longer time than you intended?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_lifetime_10","Integer","","Recommended","In your past lifetime, have you used any of the following substances more or for a longer time than you intended?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_lifetime_11","Integer","","Recommended","In your past lifetime, have you used any of the following substances more or for a longer time than you intended?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_lifetime_12","Integer","","Recommended","In your past lifetime, have you used any of the following substances more or for a longer time than you intended?: Other","0;1","0= No; 1= Yes",""
"past_lifetime_13","Integer","","Recommended","In your past lifetime, have you repeatedly want to reduce or control your use of any of the following substances but failed?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_lifetime_14","Integer","","Recommended","In your past lifetime, have you repeatedly want to reduce or control your use of any of the following substances but failed?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_lifetime_15","Integer","","Recommended","In your past lifetime, have you repeatedly want to reduce or control your use of any of the following substances but failed?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_lifetime_16","Integer","","Recommended","In your past lifetime, have you repeatedly want to reduce or control your use of any of the following substances but failed?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_lifetime_17","Integer","","Recommended","In your past lifetime, have you repeatedly want to reduce or control your use of any of the following substances but failed?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_lifetime_18","Integer","","Recommended","In your past lifetime, have you repeatedly want to reduce or control your use of any of the following substances but failed?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_lifetime_19","Integer","","Recommended","In your past lifetime, have you repeatedly want to reduce or control your use of any of the following substances but failed?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_lifetime_20","Integer","","Recommended","In your past lifetime, have you repeatedly want to reduce or control your use of any of the following substances but failed?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_lifetime_21","Integer","","Recommended","In your past lifetime, have you repeatedly want to reduce or control your use of any of the following substances but failed?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_lifetime_22","Integer","","Recommended","In your past lifetime, have you repeatedly want to reduce or control your use of any of the following substances but failed?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_lifetime_23","Integer","","Recommended","In your past lifetime, have you repeatedly want to reduce or control your use of any of the following substances but failed?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_lifetime_24","Integer","","Recommended","In your past lifetime, have you repeatedly want to reduce or control your use of any of the following substances but failed?: Other","0;1","0= No; 1= Yes",""
"past_lifetime_25","Integer","","Recommended","In your past lifetime, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_lifetime_26","Integer","","Recommended","In your past lifetime, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
"past_lifetime_27","Integer","","Recommended","In your past lifetime, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Cannabis products (marijuana, hashish, hash, THC, pot, grass, weed, reefer, spice, K2)","0;1","0= No; 1= Yes",""
"past_lifetime_28","Integer","","Recommended","In your past lifetime, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Opioids (heroin, opium, morphine, methadone, fentanyl)","0;1","0= No; 1= Yes",""
"past_lifetime_29","Integer","","Recommended","In your past lifetime, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Cocaine (snorting, IV, freebase, crack)","0;1","0= No; 1= Yes",""
"past_lifetime_30","Integer","","Recommended","In your past lifetime, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Stimulants (amphetamines, methamphetamine, speed, crystal meth, crank, Dexedrine, methylphenidate, Ritalin, diet pills, bath salts, Adderall)","0;1","0= No; 1= Yes",""
"past_lifetime_31","Integer","","Recommended","In your past lifetime, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Prescription pain relievers (codeine, OxyContin, Tylox, Percodan, Percocet, Demerol, Vicodin, Actiq, Duragesic, Sublimaze, Darvon, Darvocet, Lorcet, Lortab, Dilaudid)","0;1","0= No; 1= Yes",""
"past_lifetime_32","Integer","","Recommended","In your past lifetime, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Hallucinogens (MDMA, MDA, ecstasy, LSD, acid, mescaline, peyote, psilocybin, STP, magic mushrooms, salvia)","0;1","0= No; 1= Yes",""
"past_lifetime_33","Integer","","Recommended","In your past lifetime, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Dissociative anesthetics (PCP, angel dust, PeaCe Pill, Tranq, Hog, ketamine, Ketalar SV, Special K)","0;1","0= No; 1= Yes",""
"past_lifetime_34","Integer","","Recommended","In your past lifetime, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Tranquilizers/Depressants (barbiturates, benzodiazepines, Ativan, Halcion, Valium, Xanax, Librium, Dalmane, Rohypnol, roofies, Roofinol, GHB, Quaalude, Seconal, reds, Miltown)","0;1","0= No; 1= Yes",""
"past_lifetime_35","Integer","","Recommended","In your past lifetime, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Inhalants (glue sniffing, ethyl chloride, poppers, snappers, nitrous oxide, laughing gas, amyl nitrate, butyl nitrate, rush)","0;1","0= No; 1= Yes",""
"past_lifetime_36","Integer","","Recommended","In your past lifetime, on days you used any of the following substances, did you spend  substantial time either obtaining, using, or recovering from its effects?: Other","0;1","0= No; 1= Yes",""
"past_lifetime_37","Integer","","Recommended","In your past lifetime, have you ever experience cravings, or a strong desire or urge to use the following substances?: Nicotine (cigarettes, e-cigarettes, cigars, smokeless tobacco, pipe tobacco)","0;1","0= No; 1= Yes",""
"past_lifetime_38","Integer","","Recommended","In your past lifetime, have you ever experience cravings, or a strong desire or urge to use the following substances?: Alcohol (liquor, beer, wine)","0;1","0= No; 1= Yes",""
